date,Conventional mortgage - 1-year,Conventional mortgage - 5-year,Conventional mortgage - 3-year,Prime rate
2020-01-15,3.64,5.19,3.94,3.95
2020-01-22,3.64,5.19,3.94,3.95
2020-01-29,3.64,5.19,3.94,3.95
2020-02-05,3.64,5.19,3.94,3.95
2020-02-12,3.64,5.19,3.94,3.95
2020-02-19,3.64,5.19,3.94,3.95
2020-02-26,3.64,5.19,3.94,3.95
2020-03-04,3.64,5.19,3.94,3.95
2020-03-11,3.39,5.19,3.94,3.45
2020-03-18,3.29,5.04,3.94,2.95
2020-03-25,3.29,5.04,3.94,2.95
2020-04-01,3.29,5.04,3.94,2.45
2020-04-08,3.29,5.04,3.94,2.45
2020-04-15,3.29,5.04,3.94,2.45
2020-04-22,3.29,5.04,4.05,2.45
2020-04-29,3.29,5.04,4.05,2.45
2020-05-06,3.29,5.04,4.05,2.45
2020-05-13,3.29,5.04,3.94,2.45
2020-05-20,3.19,4.94,3.89,2.45
2020-05-27,3.19,4.94,3.89,2.45
2020-06-03,3.19,4.94,3.89,2.45
2020-06-10,3.19,4.94,3.89,2.45
2020-06-17,3.19,4.94,3.89,2.45
2020-06-24,3.19,4.94,3.89,2.45
2020-07-01,3.19,4.94,3.89,2.45
2020-07-08,3.19,4.94,3.89,2.45
2020-07-15,3.09,4.94,3.79,2.45
2020-07-22,3.09,4.94,3.79,2.45
2020-07-29,3.09,4.94,3.79,2.45
2020-08-05,3.09,4.94,3.89,2.45
2020-08-12,3.09,4.79,3.75,2.45
2020-08-19,3.09,4.79,3.75,2.45
2020-08-26,3.09,4.79,3.75,2.45
2020-09-02,3.09,4.79,3.59,2.45
2020-09-09,3.09,4.79,3.59,2.45
2020-09-16,3.09,4.79,3.59,2.45
2020-09-23,3.09,4.79,3.59,2.45
2020-09-30,3.09,4.79,3.59,2.45
2020-10-07,3.09,4.79,3.59,2.45
2020-10-14,3.09,4.79,3.59,2.45
2020-10-21,3.09,4.79,3.59,2.45
2020-10-28,3.09,4.79,3.59,2.45
2020-11-04,3.09,4.79,3.59,2.45
2020-11-11,3.09,4.79,3.59,2.45
2020-11-18,3.09,4.79,3.59,2.45
2020-11-25,3.09,4.79,3.59,2.45
2020-12-02,3.09,4.79,3.59,2.45
2020-12-09,3.09,4.79,3.45,2.45
2020-12-16,3.09,4.79,3.49,2.45
2020-12-23,3.09,4.79,3.49,2.45
2020-12-30,3.09,4.79,3.49,2.45
2021-01-06,3.09,4.79,3.49,2.45
2021-01-13,2.79,4.79,3.49,2.45
2021-01-20,2.79,4.79,3.49,2.45
2021-01-27,2.79,4.79,3.49,2.45
2021-02-03,2.79,4.79,3.49,2.45
2021-02-10,2.79,4.79,3.49,2.45
2021-02-17,2.79,4.79,3.49,2.45
2021-02-24,2.79,4.79,3.49,2.45
2021-03-03,2.79,4.79,3.49,2.45
2021-03-10,2.79,4.79,3.49,2.45
2021-03-17,2.79,4.79,3.49,2.45
2021-03-24,2.79,4.79,3.49,2.45
2021-03-31,2.79,4.79,3.49,2.45
2021-04-07,2.79,4.79,3.49,2.45
2021-04-14,2.79,4.79,3.49,2.45
2021-04-21,2.79,4.79,3.49,2.45
2021-04-28,2.79,4.79,3.49,2.45
2021-05-05,2.79,4.79,3.49,2.45
2021-05-12,2.79,4.79,3.49,2.45
2021-05-19,2.79,4.79,3.49,2.45
2021-05-26,2.79,4.79,3.49,2.45
2021-06-02,2.79,4.79,3.49,2.45
2021-06-09,2.79,4.79,3.49,2.45
2021-06-16,2.79,4.79,3.49,2.45
2021-06-23,2.79,4.79,3.49,2.45
2021-06-30,2.79,4.79,3.49,2.45
2021-07-07,2.79,4.79,3.49,2.45
2021-07-14,2.79,4.79,3.49,2.45
2021-07-21,2.79,4.79,3.49,2.45
2021-07-28,2.79,4.79,3.49,2.45
2021-08-04,2.79,4.79,3.49,2.45
2021-08-11,2.79,4.79,3.49,2.45
2021-08-18,2.79,4.79,3.49,2.45
2021-08-25,2.79,4.79,3.49,2.45
2021-09-01,2.79,4.79,3.49,2.45
2021-09-08,2.79,4.79,3.49,2.45
2021-09-15,2.79,4.79,3.49,2.45
2021-09-22,2.79,4.79,3.49,2.45
2021-09-29,2.79,4.79,3.49,2.45
2021-10-06,2.79,4.79,3.49,2.45
2021-10-13,2.79,4.79,3.49,2.45
2021-10-20,2.79,4.79,3.49,2.45
2021-10-27,2.79,4.79,3.49,2.45
2021-11-03,2.79,4.79,3.49,2.45
2021-11-10,2.79,4.79,3.49,2.45
2021-11-17,2.79,4.79,3.49,2.45
2021-11-24,2.79,4.79,3.49,2.45
2021-12-01,2.79,4.79,3.49,2.45
2021-12-08,2.79,4.79,3.49,2.45
2021-12-15,2.79,4.79,3.49,2.45
2021-12-22,2.79,4.79,3.49,2.45
2021-12-29,2.79,4.79,3.49,2.45
2022-01-05,2.79,4.79,3.49,2.45
2022-01-12,2.79,4.79,3.49,2.45
2022-01-19,2.79,4.79,3.49,2.45
2022-01-26,2.79,4.79,3.49,2.45
2022-02-02,2.79,4.79,3.49,2.45
2022-02-09,2.79,4.79,3.49,2.45
2022-02-16,2.79,4.79,3.49,2.45
2022-02-23,2.79,4.79,3.49,2.45
2022-03-02,2.79,4.79,3.49,2.45
2022-03-09,2.79,4.79,3.49,2.7
2022-03-16,2.79,4.79,3.49,2.7
2022-03-23,2.94,4.79,3.49,2.7
2022-03-30,2.99,4.79,3.69,2.7
2022-04-06,3.09,4.79,3.89,2.7
2022-04-13,3.09,4.79,3.89,2.7
2022-04-20,3.09,4.99,3.89,3.2
2022-04-27,3.29,4.99,4.09,3.2
2022-05-04,3.29,4.99,4.09,3.2
2022-05-11,3.49,4.99,4.39,3.2
2022-05-18,3.49,4.99,4.39,3.2
2022-05-25,3.79,5.39,4.49,3.2
2022-06-01,3.79,5.39,4.49,3.2
2022-06-08,3.79,5.39,4.49,3.7
2022-06-15,4.29,5.64,4.89,3.7
2022-06-22,4.69,6.04,5.24,3.7
2022-06-29,4.74,6.04,5.39,3.7
2022-07-06,4.74,6.04,5.39,3.7
2022-07-13,4.74,6.04,5.39,3.7
2022-07-20,4.74,6.04,5.39,4.7
2022-07-27,5.19,6.14,5.64,4.7
2022-08-03,5.19,6.14,5.64,4.7
2022-08-10,5.19,6.14,5.64,4.7
2022-08-17,5.19,6.14,5.64,4.7
2022-08-24,5.19,6.14,5.64,4.7
2022-08-31,5.19,6.14,5.64,4.7
2022-09-07,5.19,6.14,5.64,4.7
2022-09-14,5.39,6.14,5.64,5.45
2022-09-21,5.69,6.14,5.64,5.45
2022-09-28,5.69,6.14,5.74,5.45
2022-10-05,6.09,6.14,6.04,5.45
2022-10-12,6.09,6.14,6.04,5.45
2022-10-19,6.09,6.49,6.04,5.45
2022-10-26,6.09,6.49,6.04,5.45
2022-11-02,6.09,6.49,6.04,5.95
2022-11-09,6.09,6.49,6.04,5.95
2022-11-16,6.09,6.49,6.04,5.95
2022-11-23,6.09,6.49,6.04,5.95
2022-11-30,6.09,6.49,6.14,5.95
2022-12-07,6.09,6.49,6.05,5.95
2022-12-14,6.34,6.49,6.14,6.45
2022-12-21,6.34,6.49,6.14,6.45
2022-12-28,6.34,6.49,6.14,6.45
2023-01-04,6.34,6.49,6.14,6.45
2023-01-11,6.34,6.49,6.14,6.45
2023-01-18,6.34,6.49,6.14,6.45
2023-01-25,6.34,6.49,6.14,6.45
2023-02-01,6.34,6.49,6.14,6.7
2023-02-08,6.34,6.49,6.14,6.7
2023-02-15,6.34,6.49,6.14,6.7
2023-02-22,6.34,6.49,6.14,6.7
2023-03-01,6.34,6.49,6.14,6.7
2023-03-08,6.34,6.49,6.14,6.7
2023-03-15,6.34,6.49,6.14,6.7
2023-03-22,6.29,6.49,6.14,6.7
2023-03-29,6.29,6.49,6.14,6.7
2023-04-05,6.29,6.49,6.14,6.7
2023-04-12,6.29,6.49,6.14,6.7
2023-04-19,6.29,6.49,6.14,6.7
2023-04-26,6.29,6.49,6.14,6.7
2023-05-03,6.29,6.49,6.14,6.7
2023-05-10,6.29,6.49,6.14,6.7
2023-05-17,6.29,6.49,6.14,6.7
2023-05-24,6.29,6.49,6.14,6.7
2023-05-31,6.34,6.49,6.24,6.7
2023-06-07,6.94,6.49,6.4,6.7
2023-06-14,6.94,6.49,6.4,6.95
2023-06-21,6.94,6.49,6.4,6.95
