REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
2023-01-06,Canada,2016A000011124,v1,1,32395309
2023-01-06,Newfoundland and Labrador,2016A000210,v2,2,512564
2023-01-06,Prince Edward Island,2016A000211,v8,3,137907
2023-01-06,Nova Scotia,2016A000212,v9,4,938117
2023-01-06,New Brunswick,2016A000213,v10,5,746983
2023-01-06,Quebec,2016A000224,v11,6,7604258
2023-01-06,Ontario,2016A000235,v12,7,12587531
2023-01-06,Manitoba,2016A000246,v13,8,1179920
2023-01-06,Saskatchewan,2016A000247,v14,9,992237
2023-01-06,Alberta,2016A000248,v15,10,3371823
2023-01-06,British Columbia,2016A000259,v3,11,4217962
2023-01-06,Yukon,2016A000260,v4,12,32112
2023-01-06,Northwest Territories,2016A000261,v6,14,43318
2023-01-06,Nunavut,2016A000262,v7,15,30577
2023-04-06,Canada,2016A000011124,v1,1,32470303
2023-04-06,Newfoundland and Labrador,2016A000210,v2,2,510961
2023-04-06,Prince Edward Island,2016A000211,v8,3,137846
2023-04-06,Nova Scotia,2016A000212,v9,4,937664
2023-04-06,New Brunswick,2016A000213,v10,5,746337
2023-04-06,Quebec,2016A000224,v11,6,7615505
2023-04-06,Ontario,2016A000235,v12,7,12618444
2023-04-06,Manitoba,2016A000246,v13,8,1181635
2023-04-06,Saskatchewan,2016A000247,v14,9,991228
2023-04-06,Alberta,2016A000248,v15,10,3396802
2023-04-06,British Columbia,2016A000259,v3,11,4227986
2023-04-06,Yukon,2016A000260,v4,12,32152
2023-04-06,Northwest Territories,2016A000261,v6,14,43101
2023-04-06,Nunavut,2016A000262,v7,15,30642
2023-07-06,Canada,2016A000011124,v1,1,32571174
2023-07-06,Newfoundland and Labrador,2016A000210,v2,2,510592
2023-07-06,Prince Edward Island,2016A000211,v8,3,137867
2023-07-06,Nova Scotia,2016A000212,v9,4,937882
2023-07-06,New Brunswick,2016A000213,v10,5,745621
2023-07-06,Quebec,2016A000224,v11,6,7631966
2023-07-06,Ontario,2016A000235,v12,7,12661878
2023-07-06,Manitoba,2016A000246,v13,8,1183562
2023-07-06,Saskatchewan,2016A000247,v14,9,992314
2023-07-06,Alberta,2016A000248,v15,10,3421434
2023-07-06,British Columbia,2016A000259,v3,11,4241794
2023-07-06,Yukon,2016A000260,v4,12,32272
2023-07-06,Northwest Territories,2016A000261,v6,14,43179
2023-07-06,Nunavut,2016A000262,v7,15,30813
2023-10-06,Canada,2016A000011124,v1,1,32680712
2023-10-06,Newfoundland and Labrador,2016A000210,v2,2,510329
2023-10-06,Prince Edward Island,2016A000211,v8,3,137898
2023-10-06,Nova Scotia,2016A000212,v9,4,937046
2023-10-06,New Brunswick,2016A000213,v10,5,744975
2023-10-06,Quebec,2016A000224,v11,6,7653092
2023-10-06,Ontario,2016A000235,v12,7,12700994
2023-10-06,Manitoba,2016A000246,v13,8,1183981
2023-10-06,Saskatchewan,2016A000247,v14,9,993361
2023-10-06,Alberta,2016A000248,v15,10,3453944
2023-10-06,British Columbia,2016A000259,v3,11,4258655
2023-10-06,Yukon,2016A000260,v4,12,32361
2023-10-06,Northwest Territories,2016A000261,v6,14,43197
2023-10-06,Nunavut,2016A000262,v7,15,30879
2023-01-07,Canada,2016A000011124,v1,1,32717701
2023-01-07,Newfoundland and Labrador,2016A000210,v2,2,510335
2023-01-07,Prince Edward Island,2016A000211,v8,3,137778
2023-01-07,Nova Scotia,2016A000212,v9,4,936203
2023-01-07,New Brunswick,2016A000213,v10,5,744853
2023-01-07,Quebec,2016A000224,v11,6,7661583
2023-01-07,Ontario,2016A000235,v12,7,12702838
2023-01-07,Manitoba,2016A000246,v13,8,1184503
2023-01-07,Saskatchewan,2016A000247,v14,9,995174
2023-01-07,Alberta,2016A000248,v15,10,3472771
2023-01-07,British Columbia,2016A000259,v3,11,4265321
2023-01-07,Yukon,2016A000260,v4,12,32315
2023-01-07,Northwest Territories,2016A000261,v6,14,43074
2023-01-07,Nunavut,2016A000262,v7,15,30953
2023-04-07,Canada,2016A000011124,v1,1,32786014
2023-04-07,Newfoundland and Labrador,2016A000210,v2,2,509131
2023-04-07,Prince Edward Island,2016A000211,v8,3,137708
2023-04-07,Nova Scotia,2016A000212,v9,4,934995
2023-04-07,New Brunswick,2016A000213,v10,5,744938
2023-04-07,Quebec,2016A000224,v11,6,7674385
2023-04-07,Ontario,2016A000235,v12,7,12726728
2023-04-07,Manitoba,2016A000246,v13,8,1186430
2023-04-07,Saskatchewan,2016A000247,v14,9,997550
2023-04-07,Alberta,2016A000248,v15,10,3490842
2023-04-07,British Columbia,2016A000259,v3,11,4276743
2023-04-07,Yukon,2016A000260,v4,12,32273
2023-04-07,Northwest Territories,2016A000261,v6,14,43107
2023-04-07,Nunavut,2016A000262,v7,15,31184
2023-07-07,Canada,2016A000011124,v1,1,32889025
2023-07-07,Newfoundland and Labrador,2016A000210,v2,2,509055
2023-07-07,Prince Edward Island,2016A000211,v8,3,137711
2023-07-07,Nova Scotia,2016A000212,v9,4,935115
2023-07-07,New Brunswick,2016A000213,v10,5,745433
2023-07-07,Quebec,2016A000224,v11,6,7692916
2023-07-07,Ontario,2016A000235,v12,7,12764806
2023-07-07,Manitoba,2016A000246,v13,8,1189451
2023-07-07,Saskatchewan,2016A000247,v14,9,1002086
2023-07-07,Alberta,2016A000248,v15,10,3514147
2023-07-07,British Columbia,2016A000259,v3,11,4290984
2023-07-07,Yukon,2016A000260,v4,12,32554
2023-07-07,Northwest Territories,2016A000261,v6,14,43372
2023-07-07,Nunavut,2016A000262,v7,15,31395
2023-10-07,Canada,2016A000011124,v1,1,33002138
2023-10-07,Newfoundland and Labrador,2016A000210,v2,2,510262
2023-10-07,Prince Edward Island,2016A000211,v8,3,138026
2023-10-07,Nova Scotia,2016A000212,v9,4,935379
2023-10-07,New Brunswick,2016A000213,v10,5,746138
2023-10-07,Quebec,2016A000224,v11,6,7713173
2023-10-07,Ontario,2016A000235,v12,7,12807208
2023-10-07,Manitoba,2016A000246,v13,8,1191690
2023-10-07,Saskatchewan,2016A000247,v14,9,1007323
2023-10-07,Alberta,2016A000248,v15,10,3533413
2023-10-07,British Columbia,2016A000259,v3,11,4312042
2023-10-07,Yukon,2016A000260,v4,12,32662
2023-10-07,Northwest Territories,2016A000261,v6,14,43262
2023-10-07,Nunavut,2016A000262,v7,15,31560
2023-01-08,Canada,2016A000011124,v1,1,33050613
2023-01-08,Newfoundland and Labrador,2016A000210,v2,2,511008
2023-01-08,Prince Edward Island,2016A000211,v8,3,138000
2023-01-08,Nova Scotia,2016A000212,v9,4,935475
2023-01-08,New Brunswick,2016A000213,v10,5,746288
2023-01-08,Quebec,2016A000224,v11,6,7725513
2023-01-08,Ontario,2016A000235,v12,7,12814446
2023-01-08,Manitoba,2016A000246,v13,8,1193408
2023-01-08,Saskatchewan,2016A000247,v14,9,1010304
2023-01-08,Alberta,2016A000248,v15,10,3548796
2023-01-08,British Columbia,2016A000259,v3,11,4319652
2023-01-08,Yukon,2016A000260,v4,12,32751
2023-01-08,Northwest Territories,2016A000261,v6,14,43357
2023-01-08,Nunavut,2016A000262,v7,15,31615
2023-04-08,Canada,2016A000011124,v1,1,33127520
2023-04-08,Newfoundland and Labrador,2016A000210,v2,2,511253
2023-04-08,Prince Edward Island,2016A000211,v8,3,138186
2023-04-08,Nova Scotia,2016A000212,v9,4,935635
2023-04-08,New Brunswick,2016A000213,v10,5,746533
2023-04-08,Quebec,2016A000224,v11,6,7740347
2023-04-08,Ontario,2016A000235,v12,7,12840272
2023-04-08,Manitoba,2016A000246,v13,8,1194662
2023-04-08,Saskatchewan,2016A000247,v14,9,1013478
2023-04-08,Alberta,2016A000248,v15,10,3567458
2023-04-08,British Columbia,2016A000259,v3,11,4331699
2023-04-08,Yukon,2016A000260,v4,12,32954
2023-04-08,Northwest Territories,2016A000261,v6,14,43362
2023-04-08,Nunavut,2016A000262,v7,15,31681
2023-07-08,Canada,2016A000011124,v1,1,33247118
2023-07-08,Newfoundland and Labrador,2016A000210,v2,2,511581
2023-07-08,Prince Edward Island,2016A000211,v8,3,138749
2023-07-08,Nova Scotia,2016A000212,v9,4,935897
2023-07-08,New Brunswick,2016A000213,v10,5,746877
2023-07-08,Quebec,2016A000224,v11,6,7761725
2023-07-08,Ontario,2016A000235,v12,7,12883583
2023-07-08,Manitoba,2016A000246,v13,8,1197775
2023-07-08,Saskatchewan,2016A000247,v14,9,1017404
2023-07-08,Alberta,2016A000248,v15,10,3595856
2023-07-08,British Columbia,2016A000259,v3,11,4349336
2023-07-08,Yukon,2016A000260,v4,12,33083
2023-07-08,Northwest Territories,2016A000261,v6,14,43360
2023-07-08,Nunavut,2016A000262,v7,15,31892
2023-10-08,Canada,2016A000011124,v1,1,33372418
2023-10-08,Newfoundland and Labrador,2016A000210,v2,2,513437
2023-10-08,Prince Edward Island,2016A000211,v8,3,139465
2023-10-08,Nova Scotia,2016A000212,v9,4,937045
2023-10-08,New Brunswick,2016A000213,v10,5,747769
2023-10-08,Quebec,2016A000224,v11,6,7786475
2023-10-08,Ontario,2016A000235,v12,7,12927148
2023-10-08,Manitoba,2016A000246,v13,8,1199548
2023-10-08,Saskatchewan,2016A000247,v14,9,1022553
2023-10-08,Alberta,2016A000248,v15,10,3619292
2023-10-08,British Columbia,2016A000259,v3,11,4371124
2023-10-08,Yukon,2016A000260,v4,12,33306
2023-10-08,Northwest Territories,2016A000261,v6,14,43293
2023-10-08,Nunavut,2016A000262,v7,15,31963
2023-01-09,Canada,2016A000011124,v1,1,33427050
2023-01-09,Newfoundland and Labrador,2016A000210,v2,2,514223
2023-01-09,Prince Edward Island,2016A000211,v8,3,139136
2023-01-09,Nova Scotia,2016A000212,v9,4,937382
2023-01-09,New Brunswick,2016A000213,v10,5,748373
2023-01-09,Quebec,2016A000224,v11,6,7799115
2023-01-09,Ontario,2016A000235,v12,7,12932234
2023-01-09,Manitoba,2016A000246,v13,8,1201702
2023-01-09,Saskatchewan,2016A000247,v14,9,1025993
2023-01-09,Alberta,2016A000248,v15,10,3638482
2023-01-09,British Columbia,2016A000259,v3,11,4381829
2023-01-09,Yukon,2016A000260,v4,12,33404
2023-01-09,Northwest Territories,2016A000261,v6,14,43116
2023-01-09,Nunavut,2016A000262,v7,15,32061
2023-04-09,Canada,2016A000011124,v1,1,33511275
2023-04-09,Newfoundland and Labrador,2016A000210,v2,2,514719
2023-04-09,Prince Edward Island,2016A000211,v8,3,139206
2023-04-09,Nova Scotia,2016A000212,v9,4,937429
2023-04-09,New Brunswick,2016A000213,v10,5,749161
2023-04-09,Quebec,2016A000224,v11,6,7817022
2023-04-09,Ontario,2016A000235,v12,7,12956332
2023-04-09,Manitoba,2016A000246,v13,8,1204014
2023-04-09,Saskatchewan,2016A000247,v14,9,1029901
2023-04-09,Alberta,2016A000248,v15,10,3659228
2023-04-09,British Columbia,2016A000259,v3,11,4395190
2023-04-09,Yukon,2016A000260,v4,12,33582
2023-04-09,Northwest Territories,2016A000261,v6,14,43106
2023-04-09,Nunavut,2016A000262,v7,15,32385
2023-07-09,Canada,2016A000011124,v1,1,33628895
2023-07-09,Newfoundland and Labrador,2016A000210,v2,2,516751
2023-07-09,Prince Edward Island,2016A000211,v8,3,139891
2023-07-09,Nova Scotia,2016A000212,v9,4,938208
2023-07-09,New Brunswick,2016A000213,v10,5,749956
2023-07-09,Quebec,2016A000224,v11,6,7843383
2023-07-09,Ontario,2016A000235,v12,7,12998345
2023-07-09,Manitoba,2016A000246,v13,8,1208556
2023-07-09,Saskatchewan,2016A000247,v14,9,1034819
2023-07-09,Alberta,2016A000248,v15,10,3678996
2023-07-09,British Columbia,2016A000259,v3,11,4410506
2023-07-09,Yukon,2016A000260,v4,12,33731
2023-07-09,Northwest Territories,2016A000261,v6,14,43156
2023-07-09,Nunavut,2016A000262,v7,15,32597
2023-10-09,Canada,2016A000011124,v1,1,33757077
2023-10-09,Newfoundland and Labrador,2016A000210,v2,2,518985
2023-10-09,Prince Edward Island,2016A000211,v8,3,140611
2023-10-09,Nova Scotia,2016A000212,v9,4,940501
2023-10-09,New Brunswick,2016A000213,v10,5,751066
2023-10-09,Quebec,2016A000224,v11,6,7871361
2023-10-09,Ontario,2016A000235,v12,7,13047485
2023-10-09,Manitoba,2016A000246,v13,8,1211875
2023-10-09,Saskatchewan,2016A000247,v14,9,1039554
2023-10-09,Alberta,2016A000248,v15,10,3694303
2023-10-09,British Columbia,2016A000259,v3,11,4431576
2023-10-09,Yukon,2016A000260,v4,12,34025
2023-10-09,Northwest Territories,2016A000261,v6,14,42924
2023-10-09,Nunavut,2016A000262,v7,15,32811
2023-01-10,Canada,2016A000011124,v1,1,33807529
2023-01-10,Newfoundland and Labrador,2016A000210,v2,2,520283
2023-01-10,Prince Edward Island,2016A000211,v8,3,140612
2023-01-10,Nova Scotia,2016A000212,v9,4,940823
2023-01-10,New Brunswick,2016A000213,v10,5,751281
2023-01-10,Quebec,2016A000224,v11,6,7885717
2023-01-10,Ontario,2016A000235,v12,7,13058435
2023-01-10,Manitoba,2016A000246,v13,8,1213933
2023-01-10,Saskatchewan,2016A000247,v14,9,1042952
2023-01-10,Alberta,2016A000248,v15,10,3702266
2023-01-10,British Columbia,2016A000259,v3,11,4441329
2023-01-10,Yukon,2016A000260,v4,12,34007
2023-01-10,Northwest Territories,2016A000261,v6,14,42970
2023-01-10,Nunavut,2016A000262,v7,15,32921
2023-04-10,Canada,2016A000011124,v1,1,33889236
2023-04-10,Newfoundland and Labrador,2016A000210,v2,2,521204
2023-04-10,Prince Edward Island,2016A000211,v8,3,140990
2023-04-10,Nova Scotia,2016A000212,v9,4,940919
2023-04-10,New Brunswick,2016A000213,v10,5,752021
2023-04-10,Quebec,2016A000224,v11,6,7903339
2023-04-10,Ontario,2016A000235,v12,7,13088106
2023-04-10,Manitoba,2016A000246,v13,8,1216610
2023-04-10,Saskatchewan,2016A000247,v14,9,1046799
2023-04-10,Alberta,2016A000248,v15,10,3714974
2023-04-10,British Columbia,2016A000259,v3,11,4453744
2023-04-10,Yukon,2016A000260,v4,12,34241
2023-04-10,Northwest Territories,2016A000261,v6,14,43152
2023-04-10,Nunavut,2016A000262,v7,15,33137
2023-07-10,Canada,2016A000011124,v1,1,34004889
2023-07-10,Newfoundland and Labrador,2016A000210,v2,2,522009
2023-07-10,Prince Edward Island,2016A000211,v8,3,141654
2023-07-10,Nova Scotia,2016A000212,v9,4,942107
2023-07-10,New Brunswick,2016A000213,v10,5,753035
2023-07-10,Quebec,2016A000224,v11,6,7929222
2023-07-10,Ontario,2016A000235,v12,7,13135778
2023-07-10,Manitoba,2016A000246,v13,8,1220780
2023-07-10,Saskatchewan,2016A000247,v14,9,1051443
2023-07-10,Alberta,2016A000248,v15,10,3732082
2023-07-10,British Columbia,2016A000259,v3,11,4465546
2023-07-10,Yukon,2016A000260,v4,12,34596
2023-07-10,Northwest Territories,2016A000261,v6,14,43285
2023-07-10,Nunavut,2016A000262,v7,15,33352
2023-10-10,Canada,2016A000011124,v1,1,34131683
2023-10-10,Newfoundland and Labrador,2016A000210,v2,2,522865
2023-10-10,Prince Edward Island,2016A000211,v8,3,142732
2023-10-10,Nova Scotia,2016A000212,v9,4,944179
2023-10-10,New Brunswick,2016A000213,v10,5,754287
2023-10-10,Quebec,2016A000224,v11,6,7955007
2023-10-10,Ontario,2016A000235,v12,7,13189339
2023-10-10,Manitoba,2016A000246,v13,8,1224662
2023-10-10,Saskatchewan,2016A000247,v14,9,1056115
2023-10-10,Alberta,2016A000248,v15,10,3747226
2023-10-10,British Columbia,2016A000259,v3,11,4483609
2023-10-10,Yukon,2016A000260,v4,12,34789
2023-10-10,Northwest Territories,2016A000261,v6,14,43303
2023-10-10,Nunavut,2016A000262,v7,15,33570
2023-01-11,Canada,2016A000011124,v1,1,34166099
2023-01-11,Newfoundland and Labrador,2016A000210,v2,2,523726
2023-01-11,Prince Edward Island,2016A000211,v8,3,143020
2023-01-11,Nova Scotia,2016A000212,v9,4,944068
2023-01-11,New Brunswick,2016A000213,v10,5,754794
2023-01-11,Quebec,2016A000224,v11,6,7967185
2023-01-11,Ontario,2016A000235,v12,7,13198650
2023-01-11,Manitoba,2016A000246,v13,8,1227212
2023-01-11,Saskatchewan,2016A000247,v14,9,1058963
2023-01-11,Alberta,2016A000248,v15,10,3754424
2023-01-11,British Columbia,2016A000259,v3,11,4482260
2023-01-11,Yukon,2016A000260,v4,12,34801
2023-01-11,Northwest Territories,2016A000261,v6,14,43263
2023-01-11,Nunavut,2016A000262,v7,15,33733
2023-04-11,Canada,2016A000011124,v1,1,34230378
2023-04-11,Newfoundland and Labrador,2016A000210,v2,2,524239
2023-04-11,Prince Edward Island,2016A000211,v8,3,143265
2023-04-11,Nova Scotia,2016A000212,v9,4,943918
2023-04-11,New Brunswick,2016A000213,v10,5,754841
2023-04-11,Quebec,2016A000224,v11,6,7982119
2023-04-11,Ontario,2016A000235,v12,7,13221999
2023-04-11,Manitoba,2016A000246,v13,8,1229063
2023-04-11,Saskatchewan,2016A000247,v14,9,1061484
2023-04-11,Alberta,2016A000248,v15,10,3768773
2023-04-11,British Columbia,2016A000259,v3,11,4488508
2023-04-11,Yukon,2016A000260,v4,12,34983
2023-04-11,Northwest Territories,2016A000261,v6,14,43263
2023-04-11,Nunavut,2016A000262,v7,15,33923
2023-07-11,Canada,2016A000011124,v1,1,34339328
2023-07-11,Newfoundland and Labrador,2016A000210,v2,2,524999
2023-07-11,Prince Edward Island,2016A000211,v8,3,143963
2023-07-11,Nova Scotia,2016A000212,v9,4,944274
2023-07-11,New Brunswick,2016A000213,v10,5,755705
2023-07-11,Quebec,2016A000224,v11,6,8005090
2023-07-11,Ontario,2016A000235,v12,7,13261381
2023-07-11,Manitoba,2016A000246,v13,8,1233649
2023-07-11,Saskatchewan,2016A000247,v14,9,1066026
2023-07-11,Alberta,2016A000248,v15,10,3789030
2023-07-11,British Columbia,2016A000259,v3,11,4502104
2023-07-11,Yukon,2016A000260,v4,12,35411
2023-07-11,Northwest Territories,2016A000261,v6,14,43504
2023-07-11,Nunavut,2016A000262,v7,15,34192
2023-10-11,Canada,2016A000011124,v1,1,34457998
2023-10-11,Newfoundland and Labrador,2016A000210,v2,2,525936
2023-10-11,Prince Edward Island,2016A000211,v8,3,144378
2023-10-11,Nova Scotia,2016A000212,v9,4,945016
2023-10-11,New Brunswick,2016A000213,v10,5,756420
2023-10-11,Quebec,2016A000224,v11,6,8021860
2023-10-11,Ontario,2016A000235,v12,7,13308659
2023-10-11,Manitoba,2016A000246,v13,8,1238019
2023-10-11,Saskatchewan,2016A000247,v14,9,1070687
2023-10-11,Alberta,2016A000248,v15,10,3807726
2023-10-11,British Columbia,2016A000259,v3,11,4525684
2023-10-11,Yukon,2016A000260,v4,12,35668
2023-10-11,Northwest Territories,2016A000261,v6,14,43593
2023-10-11,Nunavut,2016A000262,v7,15,34352
2023-01-12,Canada,2016A000011124,v1,1,34516352
2023-01-12,Newfoundland and Labrador,2016A000210,v2,2,526215
2023-01-12,Prince Edward Island,2016A000211,v8,3,144310
2023-01-12,Nova Scotia,2016A000212,v9,4,944307
2023-01-12,New Brunswick,2016A000213,v10,5,757278
2023-01-12,Quebec,2016A000224,v11,6,8029498
2023-01-12,Ontario,2016A000235,v12,7,13323332
2023-01-12,Manitoba,2016A000246,v13,8,1242141
2023-01-12,Saskatchewan,2016A000247,v14,9,1074265
2023-01-12,Alberta,2016A000248,v15,10,3825072
2023-01-12,British Columbia,2016A000259,v3,11,4536084
2023-01-12,Yukon,2016A000260,v4,12,35782
2023-01-12,Northwest Territories,2016A000261,v6,14,43648
2023-01-12,Nunavut,2016A000262,v7,15,34420
2023-04-12,Canada,2016A000011124,v1,1,34592779
2023-04-12,Newfoundland and Labrador,2016A000210,v2,2,525655
2023-04-12,Prince Edward Island,2016A000211,v8,3,144472
2023-04-12,Nova Scotia,2016A000212,v9,4,943746
2023-04-12,New Brunswick,2016A000213,v10,5,757270
2023-04-12,Quebec,2016A000224,v11,6,8039492
2023-04-12,Ontario,2016A000235,v12,7,13348263
2023-04-12,Manitoba,2016A000246,v13,8,1245692
2023-04-12,Saskatchewan,2016A000247,v14,9,1077892
2023-04-12,Alberta,2016A000248,v15,10,3847722
2023-04-12,British Columbia,2016A000259,v3,11,4548438
2023-04-12,Yukon,2016A000260,v4,12,35843
2023-04-12,Northwest Territories,2016A000261,v6,14,43701
2023-04-12,Nunavut,2016A000262,v7,15,34593
2023-07-12,Canada,2016A000011124,v1,1,34714222
2023-07-12,Newfoundland and Labrador,2016A000210,v2,2,526345
2023-07-12,Prince Edward Island,2016A000211,v8,3,144530
2023-07-12,Nova Scotia,2016A000212,v9,4,943635
2023-07-12,New Brunswick,2016A000213,v10,5,758378
2023-07-12,Quebec,2016A000224,v11,6,8061101
2023-07-12,Ontario,2016A000235,v12,7,13390632
2023-07-12,Manitoba,2016A000246,v13,8,1249975
2023-07-12,Saskatchewan,2016A000247,v14,9,1083755
2023-07-12,Alberta,2016A000248,v15,10,3874548
2023-07-12,British Columbia,2016A000259,v3,11,4566769
2023-07-12,Yukon,2016A000260,v4,12,36234
2023-07-12,Northwest Territories,2016A000261,v6,14,43648
2023-07-12,Nunavut,2016A000262,v7,15,34672
2023-10-12,Canada,2016A000011124,v1,1,34836008
2023-10-12,Newfoundland and Labrador,2016A000210,v2,2,527180
2023-10-12,Prince Edward Island,2016A000211,v8,3,144520
2023-10-12,Nova Scotia,2016A000212,v9,4,943341
2023-10-12,New Brunswick,2016A000213,v10,5,758673
2023-10-12,Quebec,2016A000224,v11,6,8078388
2023-10-12,Ontario,2016A000235,v12,7,13434943
2023-10-12,Manitoba,2016A000246,v13,8,1254178
2023-10-12,Saskatchewan,2016A000247,v14,9,1088959
2023-10-12,Alberta,2016A000248,v15,10,3900333
2023-10-12,British Columbia,2016A000259,v3,11,4590545
2023-10-12,Yukon,2016A000260,v4,12,36425
2023-10-12,Northwest Territories,2016A000261,v6,14,43681
2023-10-12,Nunavut,2016A000262,v7,15,34842
2023-01-13,Canada,2016A000011124,v1,1,34883119
2023-01-13,Newfoundland and Labrador,2016A000210,v2,2,527248
2023-01-13,Prince Edward Island,2016A000211,v8,3,144175
2023-01-13,Nova Scotia,2016A000212,v9,4,942598
2023-01-13,New Brunswick,2016A000213,v10,5,758298
2023-01-13,Quebec,2016A000224,v11,6,8082771
2023-01-13,Ontario,2016A000235,v12,7,13444704
2023-01-13,Manitoba,2016A000246,v13,8,1257940
2023-01-13,Saskatchewan,2016A000247,v14,9,1091547
2023-01-13,Alberta,2016A000248,v15,10,3920499
2023-01-13,British Columbia,2016A000259,v3,11,4598255
2023-01-13,Yukon,2016A000260,v4,12,36373
2023-01-13,Northwest Territories,2016A000261,v6,14,43737
2023-01-13,Nunavut,2016A000262,v7,15,34974
2023-04-13,Canada,2016A000011124,v1,1,34958216
2023-04-13,Newfoundland and Labrador,2016A000210,v2,2,527313
2023-04-13,Prince Edward Island,2016A000211,v8,3,143948
2023-04-13,Nova Scotia,2016A000212,v9,4,941230
2023-04-13,New Brunswick,2016A000213,v10,5,758132
2023-04-13,Quebec,2016A000224,v11,6,8090916
2023-04-13,Ontario,2016A000235,v12,7,13467829
2023-04-13,Manitoba,2016A000246,v13,8,1260834
2023-04-13,Saskatchewan,2016A000247,v14,9,1094390
2023-04-13,Alberta,2016A000248,v15,10,3946798
2023-04-13,British Columbia,2016A000259,v3,11,4611648
2023-04-13,Yukon,2016A000260,v4,12,36313
2023-04-13,Northwest Territories,2016A000261,v6,14,43867
2023-04-13,Nunavut,2016A000262,v7,15,34998
2023-07-13,Canada,2016A000011124,v1,1,35082954
2023-07-13,Newfoundland and Labrador,2016A000210,v2,2,527114
2023-07-13,Prince Edward Island,2016A000211,v8,3,144094
2023-07-13,Nova Scotia,2016A000212,v9,4,940434
2023-07-13,New Brunswick,2016A000213,v10,5,758544
2023-07-13,Quebec,2016A000224,v11,6,8110880
2023-07-13,Ontario,2016A000235,v12,7,13510781
2023-07-13,Manitoba,2016A000246,v13,8,1264620
2023-07-13,Saskatchewan,2016A000247,v14,9,1099736
2023-07-13,Alberta,2016A000248,v15,10,3981011
2023-07-13,British Columbia,2016A000259,v3,11,4630077
2023-07-13,Yukon,2016A000260,v4,12,36521
2023-07-13,Northwest Territories,2016A000261,v6,14,43805
2023-07-13,Nunavut,2016A000262,v7,15,35337
2023-10-13,Canada,2016A000011124,v1,1,35211866
2023-10-13,Newfoundland and Labrador,2016A000210,v2,2,528117
2023-10-13,Prince Edward Island,2016A000211,v8,3,144103
2023-10-13,Nova Scotia,2016A000212,v9,4,940105
2023-10-13,New Brunswick,2016A000213,v10,5,758670
2023-10-13,Quebec,2016A000224,v11,6,8124660
2023-10-13,Ontario,2016A000235,v12,7,13558528
2023-10-13,Manitoba,2016A000246,v13,8,1268428
2023-10-13,Saskatchewan,2016A000247,v14,9,1103730
2023-10-13,Alberta,2016A000248,v15,10,4010903
2023-10-13,British Columbia,2016A000259,v3,11,4658875
2023-10-13,Yukon,2016A000260,v4,12,36448
2023-10-13,Northwest Territories,2016A000261,v6,14,43756
2023-10-13,Nunavut,2016A000262,v7,15,35543
2023-01-14,Canada,2016A000011124,v1,1,35249639
2023-01-14,Newfoundland and Labrador,2016A000210,v2,2,528242
2023-01-14,Prince Edward Island,2016A000211,v8,3,143996
2023-01-14,Nova Scotia,2016A000212,v9,4,939867
2023-01-14,New Brunswick,2016A000213,v10,5,759018
2023-01-14,Quebec,2016A000224,v11,6,8125478
2023-01-14,Ontario,2016A000235,v12,7,13562583
2023-01-14,Manitoba,2016A000246,v13,8,1271562
2023-01-14,Saskatchewan,2016A000247,v14,9,1106374
2023-01-14,Alberta,2016A000248,v15,10,4029951
2023-01-14,British Columbia,2016A000259,v3,11,4666788
2023-01-14,Yukon,2016A000260,v4,12,36393
2023-01-14,Northwest Territories,2016A000261,v6,14,43800
2023-01-14,Nunavut,2016A000262,v7,15,35587
2023-04-14,Canada,2016A000011124,v1,1,35323533
2023-04-14,Newfoundland and Labrador,2016A000210,v2,2,527498
2023-04-14,Prince Edward Island,2016A000211,v8,3,143984
2023-04-14,Nova Scotia,2016A000212,v9,4,938913
2023-04-14,New Brunswick,2016A000213,v10,5,758876
2023-04-14,Quebec,2016A000224,v11,6,8132425
2023-04-14,Ontario,2016A000235,v12,7,13582747
2023-04-14,Manitoba,2016A000246,v13,8,1274407
2023-04-14,Saskatchewan,2016A000247,v14,9,1109631
2023-04-14,Alberta,2016A000248,v15,10,4054280
2023-04-14,British Columbia,2016A000259,v3,11,4684490
2023-04-14,Yukon,2016A000260,v4,12,36682
2023-04-14,Northwest Territories,2016A000261,v6,14,43794
2023-04-14,Nunavut,2016A000262,v7,15,35806
2023-07-14,Canada,2016A000011124,v1,1,35437435
2023-07-14,Newfoundland and Labrador,2016A000210,v2,2,528159
2023-07-14,Prince Edward Island,2016A000211,v8,3,144283
2023-07-14,Nova Scotia,2016A000212,v9,4,938545
2023-07-14,New Brunswick,2016A000213,v10,5,758976
2023-07-14,Quebec,2016A000224,v11,6,8150183
2023-07-14,Ontario,2016A000235,v12,7,13617553
2023-07-14,Manitoba,2016A000246,v13,8,1279014
2023-07-14,Saskatchewan,2016A000247,v14,9,1112979
2023-07-14,Alberta,2016A000248,v15,10,4083648
2023-07-14,British Columbia,2016A000259,v3,11,4707103
2023-07-14,Yukon,2016A000260,v4,12,37137
2023-07-14,Northwest Territories,2016A000261,v6,14,43884
2023-07-14,Nunavut,2016A000262,v7,15,35971
2023-10-14,Canada,2016A000011124,v1,1,35559047
2023-10-14,Newfoundland and Labrador,2016A000210,v2,2,528461
2023-10-14,Prince Edward Island,2016A000211,v8,3,144538
