REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1969-07-01,Yukon,2016A000260,v4,12,16000
1969-07-01,Northwest Territories including Nunavut,,v5,13,31000
1969-10-01,Canada,2016A000011124,v1,1,21111000
1969-10-01,Newfoundland and Labrador,2016A000210,v2,2,516000
1969-10-01,Prince Edward Island,2016A000211,v8,3,111000
1969-10-01,Nova Scotia,2016A000212,v9,4,778000
1969-10-01,New Brunswick,2016A000213,v10,5,628000
1969-10-01,Quebec,2016A000224,v11,6,6001000
1969-10-01,Ontario,2016A000235,v12,7,7442000
1969-10-01,Manitoba,2016A000246,v13,8,979000
1969-10-01,Saskatchewan,2016A000247,v14,9,955000
1969-10-01,Alberta,2016A000248,v15,10,1571000
1969-10-01,British Columbia,2016A000259,v3,11,2082000
1969-10-01,Yukon,2016A000260,v4,12,16000
1969-10-01,Northwest Territories including Nunavut,,v5,13,32000
1970-01-01,Canada,2016A000011124,v1,1,21182000
1970-01-01,Newfoundland and Labrador,2016A000210,v2,2,516000
1970-01-01,Prince Edward Island,2016A000211,v8,3,110000
1970-01-01,Nova Scotia,2016A000212,v9,4,779000
1970-01-01,New Brunswick,2016A000213,v10,5,625000
1970-01-01,Quebec,2016A000224,v11,6,6002000
1970-01-01,Ontario,2016A000235,v12,7,7488000
1970-01-01,Manitoba,2016A000246,v13,8,979000
1970-01-01,Saskatchewan,2016A000247,v14,9,948000
1970-01-01,Alberta,2016A000248,v15,10,1579000
1970-01-01,British Columbia,2016A000259,v3,11,2107000
1970-01-01,Yukon,2016A000260,v4,12,17000
1970-01-01,Northwest Territories including Nunavut,,v5,13,32000
1970-04-01,Canada,2016A000011124,v1,1,21244000
1970-04-01,Newfoundland and Labrador,2016A000210,v2,2,516000
1970-04-01,Prince Edward Island,2016A000211,v8,3,110000
1970-04-01,Nova Scotia,2016A000212,v9,4,780000
1970-04-01,New Brunswick,2016A000213,v10,5,626000
1970-04-01,Quebec,2016A000224,v11,6,6005000
1970-04-01,Ontario,2016A000235,v12,7,7528000
1970-04-01,Manitoba,2016A000246,v13,8,981000
1970-04-01,Saskatchewan,2016A000247,v14,9,942000
1970-04-01,Alberta,2016A000248,v15,10,1589000
1970-04-01,British Columbia,2016A000259,v3,11,2118000
1970-04-01,Yukon,2016A000260,v4,12,17000
1970-04-01,Northwest Territories including Nunavut,,v5,13,32000
1970-07-01,Canada,2016A000011124,v1,1,21324000
1970-07-01,Newfoundland and Labrador,2016A000210,v2,2,518000
1970-07-01,Prince Edward Island,2016A000211,v8,3,110000
1970-07-01,Nova Scotia,2016A000212,v9,4,783000
1970-07-01,New Brunswick,2016A000213,v10,5,628000
1970-07-01,Quebec,2016A000224,v11,6,6015000
1970-07-01,Ontario,2016A000235,v12,7,7566000
1970-07-01,Manitoba,2016A000246,v13,8,983000
1970-07-01,Saskatchewan,2016A000247,v14,9,940000
1970-07-01,Alberta,2016A000248,v15,10,1597000
1970-07-01,British Columbia,2016A000259,v3,11,2134000
1970-07-01,Yukon,2016A000260,v4,12,17000
1970-07-01,Northwest Territories including Nunavut,,v5,13,33000
1970-10-01,Canada,2016A000011124,v1,1,21400000
1970-10-01,Newfoundland and Labrador,2016A000210,v2,2,519000
1970-10-01,Prince Edward Island,2016A000211,v8,3,111000
1970-10-01,Nova Scotia,2016A000212,v9,4,784000
1970-10-01,New Brunswick,2016A000213,v10,5,628000
1970-10-01,Quebec,2016A000224,v11,6,6021000
1970-10-01,Ontario,2016A000235,v12,7,7613000
1970-10-01,Manitoba,2016A000246,v13,8,982000
1970-10-01,Saskatchewan,2016A000247,v14,9,933000
1970-10-01,Alberta,2016A000248,v15,10,1607000
1970-10-01,British Columbia,2016A000259,v3,11,2152000
1970-10-01,Yukon,2016A000260,v4,12,17000
1970-10-01,Northwest Territories including Nunavut,,v5,13,33000
1971-01-01,Canada,2016A000011124,v1,1,21465000
1971-01-01,Newfoundland and Labrador,2016A000210,v2,2,519000
1971-01-01,Prince Edward Island,2016A000211,v8,3,111000
1971-01-01,Nova Scotia,2016A000212,v9,4,785000
1971-01-01,New Brunswick,2016A000213,v10,5,630000
1971-01-01,Quebec,2016A000224,v11,6,6017000
1971-01-01,Ontario,2016A000235,v12,7,7656000
1971-01-01,Manitoba,2016A000246,v13,8,984000
1971-01-01,Saskatchewan,2016A000247,v14,9,927000
1971-01-01,Alberta,2016A000248,v15,10,1616000
1971-01-01,British Columbia,2016A000259,v3,11,2168000
1971-01-01,Yukon,2016A000260,v4,12,18000
1971-01-01,Northwest Territories including Nunavut,,v5,13,34000
1971-04-01,Canada,2016A000011124,v1,1,21523000
1971-04-01,Newfoundland and Labrador,2016A000210,v2,2,521000
1971-04-01,Prince Edward Island,2016A000211,v8,3,111000
1971-04-01,Nova Scotia,2016A000212,v9,4,788000
1971-04-01,New Brunswick,2016A000213,v10,5,633000
1971-04-01,Quebec,2016A000224,v11,6,6022000
1971-04-01,Ontario,2016A000235,v12,7,7683000
1971-04-01,Manitoba,2016A000246,v13,8,986000
1971-04-01,Saskatchewan,2016A000247,v14,9,926000
1971-04-01,Alberta,2016A000248,v15,10,1623000
1971-04-01,British Columbia,2016A000259,v3,11,2178000
1971-04-01,Yukon,2016A000260,v4,12,18000
1971-04-01,Northwest Territories including Nunavut,,v5,13,34000
1971-07-01,Canada,2016A000011124,v1,1,21962032
1971-07-01,Newfoundland and Labrador,2016A000210,v2,2,530854
1971-07-01,Prince Edward Island,2016A000211,v8,3,112591
1971-07-01,Nova Scotia,2016A000212,v9,4,797294
1971-07-01,New Brunswick,2016A000213,v10,5,642471
1971-07-01,Quebec,2016A000224,v11,6,6137305
1971-07-01,Ontario,2016A000235,v12,7,7849027
1971-07-01,Manitoba,2016A000246,v13,8,998876
1971-07-01,Saskatchewan,2016A000247,v14,9,932038
1971-07-01,Alberta,2016A000248,v15,10,1665717
1971-07-01,British Columbia,2016A000259,v3,11,2240470
1971-07-01,Yukon,2016A000260,v4,12,18991
1971-07-01,Northwest Territories including Nunavut,,v5,13,36398
1971-10-01,Canada,2016A000011124,v1,1,22039243
1971-10-01,Newfoundland and Labrador,2016A000210,v2,2,534471
1971-10-01,Prince Edward Island,2016A000211,v8,3,112874
1971-10-01,Nova Scotia,2016A000212,v9,4,798804
1971-10-01,New Brunswick,2016A000213,v10,5,644717
1971-10-01,Quebec,2016A000224,v11,6,6148121
1971-10-01,Ontario,2016A000235,v12,7,7882241
1971-10-01,Manitoba,2016A000246,v13,8,998957
1971-10-01,Saskatchewan,2016A000247,v14,9,928061
1971-10-01,Alberta,2016A000248,v15,10,1675638
1971-10-01,British Columbia,2016A000259,v3,11,2258651
1971-10-01,Yukon,2016A000260,v4,12,19462
1971-10-01,Northwest Territories including Nunavut,,v5,13,37246
1972-01-01,Canada,2016A000011124,v1,1,22092498
1972-01-01,Newfoundland and Labrador,2016A000210,v2,2,535736
1972-01-01,Prince Edward Island,2016A000211,v8,3,112964
1972-01-01,Nova Scotia,2016A000212,v9,4,800513
1972-01-01,New Brunswick,2016A000213,v10,5,646337
1972-01-01,Quebec,2016A000224,v11,6,6152950
1972-01-01,Ontario,2016A000235,v12,7,7906337
1972-01-01,Manitoba,2016A000246,v13,8,998910
1972-01-01,Saskatchewan,2016A000247,v14,9,923123
1972-01-01,Alberta,2016A000248,v15,10,1679985
1972-01-01,British Columbia,2016A000259,v3,11,2278085
1972-01-01,Yukon,2016A000260,v4,12,19723
1972-01-01,Northwest Territories including Nunavut,,v5,13,37835
1972-04-01,Canada,2016A000011124,v1,1,22148919
1972-04-01,Newfoundland and Labrador,2016A000210,v2,2,537368
1972-04-01,Prince Edward Island,2016A000211,v8,3,113314
1972-04-01,Nova Scotia,2016A000212,v9,4,800542
1972-04-01,New Brunswick,2016A000213,v10,5,648056
1972-04-01,Quebec,2016A000224,v11,6,6165470
1972-04-01,Ontario,2016A000235,v12,7,7927220
1972-04-01,Manitoba,2016A000246,v13,8,1000104
1972-04-01,Saskatchewan,2016A000247,v14,9,921306
1972-04-01,Alberta,2016A000248,v15,10,1686758
1972-04-01,British Columbia,2016A000259,v3,11,2290667
1972-04-01,Yukon,2016A000260,v4,12,19859
1972-04-01,Northwest Territories including Nunavut,,v5,13,38255
1972-07-01,Canada,2016A000011124,v1,1,22218463
1972-07-01,Newfoundland and Labrador,2016A000210,v2,2,539124
1972-07-01,Prince Edward Island,2016A000211,v8,3,113460
1972-07-01,Nova Scotia,2016A000212,v9,4,802255
1972-07-01,New Brunswick,2016A000213,v10,5,648769
1972-07-01,Quebec,2016A000224,v11,6,6174216
1972-07-01,Ontario,2016A000235,v12,7,7963117
1972-07-01,Manitoba,2016A000246,v13,8,1001652
1972-07-01,Saskatchewan,2016A000247,v14,9,920780
1972-07-01,Alberta,2016A000248,v15,10,1694090
1972-07-01,British Columbia,2016A000259,v3,11,2302086
1972-07-01,Yukon,2016A000260,v4,12,20143
1972-07-01,Northwest Territories including Nunavut,,v5,13,38771
1972-10-01,Canada,2016A000011124,v1,1,22288499
1972-10-01,Newfoundland and Labrador,2016A000210,v2,2,541472
1972-10-01,Prince Edward Island,2016A000211,v8,3,113960
1972-10-01,Nova Scotia,2016A000212,v9,4,805317
1972-10-01,New Brunswick,2016A000213,v10,5,651182
1972-10-01,Quebec,2016A000224,v11,6,6182065
1972-10-01,Ontario,2016A000235,v12,7,7992037
1972-10-01,Manitoba,2016A000246,v13,8,1001682
1972-10-01,Saskatchewan,2016A000247,v14,9,916659
1972-10-01,Alberta,2016A000248,v15,10,1705519
1972-10-01,British Columbia,2016A000259,v3,11,2318552
1972-10-01,Yukon,2016A000260,v4,12,20570
1972-10-01,Northwest Territories including Nunavut,,v5,13,39484
1973-01-01,Canada,2016A000011124,v1,1,22347459
1973-01-01,Newfoundland and Labrador,2016A000210,v2,2,542983
1973-01-01,Prince Edward Island,2016A000211,v8,3,114276
1973-01-01,Nova Scotia,2016A000212,v9,4,808614
1973-01-01,New Brunswick,2016A000213,v10,5,652497
1973-01-01,Quebec,2016A000224,v11,6,6189678
1973-01-01,Ontario,2016A000235,v12,7,8013391
1973-01-01,Manitoba,2016A000246,v13,8,1002589
1973-01-01,Saskatchewan,2016A000247,v14,9,913591
1973-01-01,Alberta,2016A000248,v15,10,1710866
1973-01-01,British Columbia,2016A000259,v3,11,2338148
1973-01-01,Yukon,2016A000260,v4,12,20813
1973-01-01,Northwest Territories including Nunavut,,v5,13,40013
1973-04-01,Canada,2016A000011124,v1,1,22405392
1973-04-01,Newfoundland and Labrador,2016A000210,v2,2,544026
1973-04-01,Prince Edward Island,2016A000211,v8,3,114437
1973-04-01,Nova Scotia,2016A000212,v9,4,809697
1973-04-01,New Brunswick,2016A000213,v10,5,655725
1973-04-01,Quebec,2016A000224,v11,6,6199080
1973-04-01,Ontario,2016A000235,v12,7,8035129
1973-04-01,Manitoba,2016A000246,v13,8,1005005
1973-04-01,Saskatchewan,2016A000247,v14,9,912191
1973-04-01,Alberta,2016A000248,v15,10,1717910
1973-04-01,British Columbia,2016A000259,v3,11,2350837
1973-04-01,Yukon,2016A000260,v4,12,20968
1973-04-01,Northwest Territories including Nunavut,,v5,13,40387
1973-07-01,Canada,2016A000011124,v1,1,22491777
1973-07-01,Newfoundland and Labrador,2016A000210,v2,2,545561
1973-07-01,Prince Edward Island,2016A000211,v8,3,114620
1973-07-01,Nova Scotia,2016A000212,v9,4,812386
1973-07-01,New Brunswick,2016A000213,v10,5,656720
1973-07-01,Quebec,2016A000224,v11,6,6213149
1973-07-01,Ontario,2016A000235,v12,7,8075547
1973-07-01,Manitoba,2016A000246,v13,8,1007358
1973-07-01,Saskatchewan,2016A000247,v14,9,911937
1973-07-01,Alberta,2016A000248,v15,10,1725327
1973-07-01,British Columbia,2016A000259,v3,11,2367271
1973-07-01,Yukon,2016A000260,v4,12,21148
1973-07-01,Northwest Territories including Nunavut,,v5,13,40753
1973-10-01,Canada,2016A000011124,v1,1,22570338
1973-10-01,Newfoundland and Labrador,2016A000210,v2,2,546717
1973-10-01,Prince Edward Island,2016A000211,v8,3,114944
1973-10-01,Nova Scotia,2016A000212,v9,4,814351
1973-10-01,New Brunswick,2016A000213,v10,5,658693
1973-10-01,Quebec,2016A000224,v11,6,6227045
1973-10-01,Ontario,2016A000235,v12,7,8107108
1973-10-01,Manitoba,2016A000246,v13,8,1008908
1973-10-01,Saskatchewan,2016A000247,v14,9,908856
1973-10-01,Alberta,2016A000248,v15,10,1735396
1973-10-01,British Columbia,2016A000259,v3,11,2386932
1973-10-01,Yukon,2016A000260,v4,12,20874
1973-10-01,Northwest Territories including Nunavut,,v5,13,40514
1974-01-01,Canada,2016A000011124,v1,1,22649538
1974-01-01,Newfoundland and Labrador,2016A000210,v2,2,547107
1974-01-01,Prince Edward Island,2016A000211,v8,3,115189
1974-01-01,Nova Scotia,2016A000212,v9,4,816353
1974-01-01,New Brunswick,2016A000213,v10,5,661016
1974-01-01,Quebec,2016A000224,v11,6,6238468
1974-01-01,Ontario,2016A000235,v12,7,8139808
1974-01-01,Manitoba,2016A000246,v13,8,1012378
1974-01-01,Saskatchewan,2016A000247,v14,9,907546
1974-01-01,Alberta,2016A000248,v15,10,1739942
1974-01-01,British Columbia,2016A000259,v3,11,2409913
1974-01-01,Yukon,2016A000260,v4,12,20973
1974-01-01,Northwest Territories including Nunavut,,v5,13,40845
1974-04-01,Canada,2016A000011124,v1,1,22723274
1974-04-01,Newfoundland and Labrador,2016A000210,v2,2,547385
1974-04-01,Prince Edward Island,2016A000211,v8,3,115566
1974-04-01,Nova Scotia,2016A000212,v9,4,816688
1974-04-01,New Brunswick,2016A000213,v10,5,662560
1974-04-01,Quebec,2016A000224,v11,6,6251741
1974-04-01,Ontario,2016A000235,v12,7,8172562
1974-04-01,Manitoba,2016A000246,v13,8,1015368
1974-04-01,Saskatchewan,2016A000247,v14,9,907748
1974-04-01,Alberta,2016A000248,v15,10,1746975
1974-04-01,British Columbia,2016A000259,v3,11,2424995
1974-04-01,Yukon,2016A000260,v4,12,20895
1974-04-01,Northwest Territories including Nunavut,,v5,13,40791
1974-07-01,Canada,2016A000011124,v1,1,22807969
1974-07-01,Newfoundland and Labrador,2016A000210,v2,2,549604
1974-07-01,Prince Edward Island,2016A000211,v8,3,115962
1974-07-01,Nova Scotia,2016A000212,v9,4,818751
1974-07-01,New Brunswick,2016A000213,v10,5,664744
1974-07-01,Quebec,2016A000224,v11,6,6268571
1974-07-01,Ontario,2016A000235,v12,7,8204275
1974-07-01,Manitoba,2016A000246,v13,8,1018206
1974-07-01,Saskatchewan,2016A000247,v14,9,908457
1974-07-01,Alberta,2016A000248,v15,10,1754621
1974-07-01,British Columbia,2016A000259,v3,11,2442578
1974-07-01,Yukon,2016A000260,v4,12,21069
1974-07-01,Northwest Territories including Nunavut,,v5,13,41131
1974-10-01,Canada,2016A000011124,v1,1,22907390
1974-10-01,Newfoundland and Labrador,2016A000210,v2,2,551508
1974-10-01,Prince Edward Island,2016A000211,v8,3,116401
1974-10-01,Nova Scotia,2016A000212,v9,4,821251
1974-10-01,New Brunswick,2016A000213,v10,5,669506
1974-10-01,Quebec,2016A000224,v11,6,6286708
1974-10-01,Ontario,2016A000235,v12,7,8240114
1974-10-01,Manitoba,2016A000246,v13,8,1018954
1974-10-01,Saskatchewan,2016A000247,v14,9,908714
1974-10-01,Alberta,2016A000248,v15,10,1769880
1974-10-01,British Columbia,2016A000259,v3,11,2461396
1974-10-01,Yukon,2016A000260,v4,12,21335
1974-10-01,Northwest Territories including Nunavut,,v5,13,41623
1975-01-01,Canada,2016A000011124,v1,1,22979190
1975-01-01,Newfoundland and Labrador,2016A000210,v2,2,552812
1975-01-01,Prince Edward Island,2016A000211,v8,3,117031
1975-01-01,Nova Scotia,2016A000212,v9,4,823084
1975-01-01,New Brunswick,2016A000213,v10,5,671135
1975-01-01,Quebec,2016A000224,v11,6,6299783
1975-01-01,Ontario,2016A000235,v12,7,8260161
1975-01-01,Manitoba,2016A000246,v13,8,1019529
1975-01-01,Saskatchewan,2016A000247,v14,9,910276
1975-01-01,Alberta,2016A000248,v15,10,1782575
1975-01-01,British Columbia,2016A000259,v3,11,2479085
1975-01-01,Yukon,2016A000260,v4,12,21580
1975-01-01,Northwest Territories including Nunavut,,v5,13,42139
1975-04-01,Canada,2016A000011124,v1,1,23048990
1975-04-01,Newfoundland and Labrador,2016A000210,v2,2,554166
1975-04-01,Prince Edward Island,2016A000211,v8,3,117316
1975-04-01,Nova Scotia,2016A000212,v9,4,824791
1975-04-01,New Brunswick,2016A000213,v10,5,673918
1975-04-01,Quebec,2016A000224,v11,6,6310999
1975-04-01,Ontario,2016A000235,v12,7,8284503
1975-04-01,Manitoba,2016A000246,v13,8,1021824
1975-04-01,Saskatchewan,2016A000247,v14,9,913118
1975-04-01,Alberta,2016A000248,v15,10,1795097
1975-04-01,British Columbia,2016A000259,v3,11,2489116
1975-04-01,Yukon,2016A000260,v4,12,21692
1975-04-01,Northwest Territories including Nunavut,,v5,13,42450
1975-07-01,Canada,2016A000011124,v1,1,23143275
1975-07-01,Newfoundland and Labrador,2016A000210,v2,2,556496
1975-07-01,Prince Edward Island,2016A000211,v8,3,117724
1975-07-01,Nova Scotia,2016A000212,v9,4,826549
1975-07-01,New Brunswick,2016A000213,v10,5,677008
1975-07-01,Quebec,2016A000224,v11,6,6330303
1975-07-01,Ontario,2016A000235,v12,7,8319795
1975-07-01,Manitoba,2016A000246,v13,8,1024975
1975-07-01,Saskatchewan,2016A000247,v14,9,917415
1975-07-01,Alberta,2016A000248,v15,10,1808689
1975-07-01,British Columbia,2016A000259,v3,11,2499564
1975-07-01,Yukon,2016A000260,v4,12,21908
1975-07-01,Northwest Territories including Nunavut,,v5,13,42849
1975-10-01,Canada,2016A000011124,v1,1,23240585
1975-10-01,Newfoundland and Labrador,2016A000210,v2,2,558900
1975-10-01,Prince Edward Island,2016A000211,v8,3,118009
1975-10-01,Nova Scotia,2016A000212,v9,4,830351
1975-10-01,New Brunswick,2016A000213,v10,5,682086
1975-10-01,Quebec,2016A000224,v11,6,6348244
1975-10-01,Ontario,2016A000235,v12,7,8352911
1975-10-01,Manitoba,2016A000246,v13,8,1026093
1975-10-01,Saskatchewan,2016A000247,v14,9,922468
1975-10-01,Alberta,2016A000248,v15,10,1825051
1975-10-01,British Columbia,2016A000259,v3,11,2510751
1975-10-01,Yukon,2016A000260,v4,12,22214
1975-10-01,Northwest Territories including Nunavut,,v5,13,43507
1976-01-01,Canada,2016A000011124,v1,1,23304197
1976-01-01,Newfoundland and Labrador,2016A000210,v2,2,560024
1976-01-01,Prince Edward Island,2016A000211,v8,3,118264
1976-01-01,Nova Scotia,2016A000212,v9,4,832765
1976-01-01,New Brunswick,2016A000213,v10,5,685155
1976-01-01,Quebec,2016A000224,v11,6,6362125
1976-01-01,Ontario,2016A000235,v12,7,8366498
1976-01-01,Manitoba,2016A000246,v13,8,1028134
1976-01-01,Saskatchewan,2016A000247,v14,9,925570
1976-01-01,Alberta,2016A000248,v15,10,1839191
1976-01-01,British Columbia,2016A000259,v3,11,2520425
1976-01-01,Yukon,2016A000260,v4,12,22259
1976-01-01,Northwest Territories including Nunavut,,v5,13,43787
1976-04-01,Canada,2016A000011124,v1,1,23369845
1976-04-01,Newfoundland and Labrador,2016A000210,v2,2,560856
1976-04-01,Prince Edward Island,2016A000211,v8,3,118298
1976-04-01,Nova Scotia,2016A000212,v9,4,833741
1976-04-01,New Brunswick,2016A000213,v10,5,687521
1976-04-01,Quebec,2016A000224,v11,6,6377976
1976-04-01,Ontario,2016A000235,v12,7,8387985
1976-04-01,Manitoba,2016A000246,v13,8,1030093
1976-04-01,Saskatchewan,2016A000247,v14,9,928697
1976-04-01,Alberta,2016A000248,v15,10,1852651
1976-04-01,British Columbia,2016A000259,v3,11,2525812
1976-04-01,Yukon,2016A000260,v4,12,22263
1976-04-01,Northwest Territories including Nunavut,,v5,13,43952
1976-07-01,Canada,2016A000011124,v1,1,23449808
1976-07-01,Newfoundland and Labrador,2016A000210,v2,2,562639
1976-07-01,Prince Edward Island,2016A000211,v8,3,118648
1976-07-01,Nova Scotia,2016A000212,v9,4,835166
1976-07-01,New Brunswick,2016A000213,v10,5,689494
1976-07-01,Quebec,2016A000224,v11,6,6396761
1976-07-01,Ontario,2016A000235,v12,7,8413779
1976-07-01,Manitoba,2016A000246,v13,8,1031758
1976-07-01,Saskatchewan,2016A000247,v14,9,931612
1976-07-01,Alberta,2016A000248,v15,10,1869287
1976-07-01,British Columbia,2016A000259,v3,11,2533899
1976-07-01,Yukon,2016A000260,v4,12,22441
1976-07-01,Northwest Territories including Nunavut,,v5,13,44324
1976-10-01,Canada,2016A000011124,v1,1,23533565
1976-10-01,Newfoundland and Labrador,2016A000210,v2,2,563591
1976-10-01,Prince Edward Island,2016A000211,v8,3,118925
1976-10-01,Nova Scotia,2016A000212,v9,4,837578
1976-10-01,New Brunswick,2016A000213,v10,5,690936
1976-10-01,Quebec,2016A000224,v11,6,6404158
1976-10-01,Ontario,2016A000235,v12,7,8438765
1976-10-01,Manitoba,2016A000246,v13,8,1033171
1976-10-01,Saskatchewan,2016A000247,v14,9,936235
1976-10-01,Alberta,2016A000248,v15,10,1896466
1976-10-01,British Columbia,2016A000259,v3,11,2546813
1976-10-01,Yukon,2016A000260,v4,12,22509
1976-10-01,Northwest Territories including Nunavut,,v5,13,44418
1977-01-01,Canada,2016A000011124,v1,1,23591713
1977-01-01,Newfoundland and Labrador,2016A000210,v2,2,563387
1977-01-01,Prince Edward Island,2016A000211,v8,3,119121
1977-01-01,Nova Scotia,2016A000212,v9,4,838385
1977-01-01,New Brunswick,2016A000213,v10,5,691810
1977-01-01,Quebec,2016A000224,v11,6,6412575
1977-01-01,Ontario,2016A000235,v12,7,8458617
1977-01-01,Manitoba,2016A000246,v13,8,1034113
1977-01-01,Saskatchewan,2016A000247,v14,9,938455
1977-01-01,Alberta,2016A000248,v15,10,1914570
1977-01-01,British Columbia,2016A000259,v3,11,2554051
1977-01-01,Yukon,2016A000260,v4,12,22262
1977-01-01,Northwest Territories including Nunavut,,v5,13,44367
1977-04-01,Canada,2016A000011124,v1,1,23656739
1977-04-01,Newfoundland and Labrador,2016A000210,v2,2,564217
1977-04-01,Prince Edward Island,2016A000211,v8,3,119297
1977-04-01,Nova Scotia,2016A000212,v9,4,839315
1977-04-01,New Brunswick,2016A000213,v10,5,693580
1977-04-01,Quebec,2016A000224,v11,6,6423152
1977-04-01,Ontario,2016A000235,v12,7,8481322
1977-04-01,Manitoba,2016A000246,v13,8,1035920
1977-04-01,Saskatchewan,2016A000247,v14,9,941297
1977-04-01,Alberta,2016A000248,v15,10,1931214
1977-04-01,British Columbia,2016A000259,v3,11,2560711
1977-04-01,Yukon,2016A000260,v4,12,22308
1977-04-01,Northwest Territories including Nunavut,,v5,13,44406
1977-07-01,Canada,2016A000011124,v1,1,23725843
1977-07-01,Newfoundland and Labrador,2016A000210,v2,2,565348
1977-07-01,Prince Edward Island,2016A000211,v8,3,119902
1977-07-01,Nova Scotia,2016A000212,v9,4,840028
1977-07-01,New Brunswick,2016A000213,v10,5,695843
1977-07-01,Quebec,2016A000224,v11,6,6433133
1977-07-01,Ontario,2016A000235,v12,7,8504080
1977-07-01,Manitoba,2016A000246,v13,8,1037369
1977-07-01,Saskatchewan,2016A000247,v14,9,944621
1977-07-01,Alberta,2016A000248,v15,10,1948263
1977-07-01,British Columbia,2016A000259,v3,11,2570315
1977-07-01,Yukon,2016A000260,v4,12,22462
1977-07-01,Northwest Territories including Nunavut,,v5,13,44479
1977-10-01,Canada,2016A000011124,v1,1,23801445
1977-10-01,Newfoundland and Labrador,2016A000210,v2,2,566116
1977-10-01,Prince Edward Island,2016A000211,v8,3,120459
1977-10-01,Nova Scotia,2016A000212,v9,4,842051
1977-10-01,New Brunswick,2016A000213,v10,5,696378
1977-10-01,Quebec,2016A000224,v11,6,6431509
1977-10-01,Ontario,2016A000235,v12,7,8530102
1977-10-01,Manitoba,2016A000246,v13,8,1038470
1977-10-01,Saskatchewan,2016A000247,v14,9,947400
1977-10-01,Alberta,2016A000248,v15,10,1974721
1977-10-01,British Columbia,2016A000259,v3,11,2586668
1977-10-01,Yukon,2016A000260,v4,12,22747
1977-10-01,Northwest Territories including Nunavut,,v5,13,44824
1978-01-01,Canada,2016A000011124,v1,1,23849503
1978-01-01,Newfoundland and Labrador,2016A000210,v2,2,565981
1978-01-01,Prince Edward Island,2016A000211,v8,3,120764
1978-01-01,Nova Scotia,2016A000212,v9,4,842961
1978-01-01,New Brunswick,2016A000213,v10,5,696872
1978-01-01,Quebec,2016A000224,v11,6,6432019
1978-01-01,Ontario,2016A000235,v12,7,8548453
1978-01-01,Manitoba,2016A000246,v13,8,1038859
1978-01-01,Saskatchewan,2016A000247,v14,9,948753
1978-01-01,Alberta,2016A000248,v15,10,1991454
1978-01-01,British Columbia,2016A000259,v3,11,2595858
1978-01-01,Yukon,2016A000260,v4,12,22668
1978-01-01,Northwest Territories including Nunavut,,v5,13,44861
1978-04-01,Canada,2016A000011124,v1,1,23903687
1978-04-01,Newfoundland and Labrador,2016A000210,v2,2,566671
1978-04-01,Prince Edward Island,2016A000211,v8,3,121014
1978-04-01,Nova Scotia,2016A000212,v9,4,843663
1978-04-01,New Brunswick,2016A000213,v10,5,697851
1978-04-01,Quebec,2016A000224,v11,6,6436705
1978-04-01,Ontario,2016A000235,v12,7,8569298
1978-04-01,Manitoba,2016A000246,v13,8,1040028
1978-04-01,Saskatchewan,2016A000247,v14,9,950365
1978-04-01,Alberta,2016A000248,v15,10,2006745
1978-04-01,British Columbia,2016A000259,v3,11,2603502
1978-04-01,Yukon,2016A000260,v4,12,22834
1978-04-01,Northwest Territories including Nunavut,,v5,13,45011
1978-07-01,Canada,2016A000011124,v1,1,23963203
1978-07-01,Newfoundland and Labrador,2016A000210,v2,2,567639
1978-07-01,Prince Edward Island,2016A000211,v8,3,121684
1978-07-01,Nova Scotia,2016A000212,v9,4,844628
1978-07-01,New Brunswick,2016A000213,v10,5,699514
1978-07-01,Quebec,2016A000224,v11,6,6440459
1978-07-01,Ontario,2016A000235,v12,7,8590144
1978-07-01,Manitoba,2016A000246,v13,8,1040881
1978-07-01,Saskatchewan,2016A000247,v14,9,952430
1978-07-01,Alberta,2016A000248,v15,10,2022241
1978-07-01,British Columbia,2016A000259,v3,11,2615162
1978-07-01,Yukon,2016A000260,v4,12,23157
1978-07-01,Northwest Territories including Nunavut,,v5,13,45264
1978-10-01,Canada,2016A000011124,v1,1,24025447
1978-10-01,Newfoundland and Labrador,2016A000210,v2,2,568417
1978-10-01,Prince Edward Island,2016A000211,v8,3,121952
1978-10-01,Nova Scotia,2016A000212,v9,4,846612
1978-10-01,New Brunswick,2016A000213,v10,5,699937
1978-10-01,Quebec,2016A000224,v11,6,6442774
1978-10-01,Ontario,2016A000235,v12,7,8604263
1978-10-01,Manitoba,2016A000246,v13,8,1038528
1978-10-01,Saskatchewan,2016A000247,v14,9,954473
1978-10-01,Alberta,2016A000248,v15,10,2047919
1978-10-01,British Columbia,2016A000259,v3,11,2632020
1978-10-01,Yukon,2016A000260,v4,12,23120
1978-10-01,Northwest Territories including Nunavut,,v5,13,45432
1979-01-01,Canada,2016A000011124,v1,1,24071889
1979-01-01,Newfoundland and Labrador,2016A000210,v2,2,568329
1979-01-01,Prince Edward Island,2016A000211,v8,3,122104
1979-01-01,Nova Scotia,2016A000212,v9,4,847511
1979-01-01,New Brunswick,2016A000213,v10,5,700237
1979-01-01,Quebec,2016A000224,v11,6,6446529
1979-01-01,Ontario,2016A000235,v12,7,8619239
1979-01-01,Manitoba,2016A000246,v13,8,1037449
1979-01-01,Saskatchewan,2016A000247,v14,9,955552
